Hour,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,TotalConsumption
8,14.2,74.5,4.917,247.7,37.65,27734.96718,15680.91286,10895.56231,54311.442350000005
9,14.45,73.7,4.916,280.5,38.67,28157.19912,15845.22822,10965.59271,54968.02005000001
9,14.94,73.3,4.919,310.4,40.64,29121.40044,16278.42324,11444.13374,56843.95742
9,15.38,72.1,4.918,338.1,41.58,29789.40919,16722.82158,11695.07599,58207.30675999999
9,15.93,71.2,4.915,371.9,43.24,30262.05689,16917.01245,11747.59878,58926.66812
9,16.54,69.97,4.917,401.1,44.35,30791.42232,17286.72199,12004.3769,60082.521210000006
9,17.3,68.37,4.919,432.9,46.58,31163.23851,17518.25726,12156.10942,60837.605189999995
10,17.72,65.8,4.914,468.8,54.88,31453.1291,17772.19917,12261.15502,61486.48329
10,18.12,63.43,4.922,493.9,67.3,32020.30635,17831.95021,12313.67781,62165.934369999995
10,18.75,62.43,4.919,481.7,74.0,32650.50328,18141.90871,12558.78419,63351.19618
10,19.28,60.76,4.92,508.0,87.5,32978.20569,18380.91286,12681.33739,64040.45594
10,19.59,59.2,4.923,516.7,105.5,32934.0919,18526.55602,12786.38298,64247.030900000005
10,19.97,58.26,4.92,488.5,130.3,33375.22976,18358.50622,12943.95137,64677.68735
11,20.29,57.7,4.922,449.9,154.7,33551.6849,18500.41494,13107.35562,65159.45546
11,20.73,56.83,4.921,404.2,170.1,33873.08534,18929.87552,13089.84802,65892.80888
11,20.83,55.09,4.925,411.2,178.6,33608.40263,18858.92116,13253.25228,65720.57607
11,21.23,54.39,4.928,447.2,180.9,33847.87746,18989.62656,13381.64134,66219.14536000001
11,21.45,54.23,4.928,463.7,173.2,34093.65427,19168.87967,13679.27052,66941.80446
11,21.54,56.46,4.929,489.7,137.0,34484.37637,19434.0249,13714.28571,67632.68698
12,21.45,56.93,4.927,642.2,160.1,34339.43107,19404.14938,13679.27052,67422.85097
12,21.53,57.03,4.92,506.7,188.8,34352.03501,19396.6805,13725.95745,67474.67296
12,21.79,56.83,4.928,469.4,188.2,34339.43107,19583.40249,13807.65957,67730.49313
12,21.79,57.76,4.924,578.8,181.2,34339.43107,19669.29461,13912.70517,67921.43085
12,21.88,59.0,4.926,617.5,193.1,34560.0,19598.34025,13930.21277,68088.55302
12,21.82,59.5,4.927,561.0,162.6,34484.37637,19714.10788,13912.70517,68111.18942
13,21.84,59.8,4.927,750.0,107.7,35020.04376,19770.12448,14041.09422,68831.26246
13,22.08,59.53,4.921,719.0,76.9,34957.02407,19826.14108,14105.28875,68888.4539
13,22.26,59.23,4.925,703.0,69.08,34982.23195,19923.23651,13959.3921,68864.86056
13,22.32,58.93,4.92,678.1,63.36,34786.8709,19900.82988,14169.48328,68857.18406
13,22.41,59.03,4.925,681.1,62.68,34843.58862,19859.75104,14216.17021,68919.50987
13,22.6,59.03,4.923,669.9,59.96,34736.45514,19676.76349,14093.61702,68506.83565000001
14,22.43,59.13,4.923,659.5,58.55,34433.96061,19814.93776,14070.27356,68319.17193
14,22.4,59.73,4.92,649.2,59.06,34459.16849,19542.32365,13941.8845,67943.37664
14,22.58,59.03,4.921,634.8,59.16,33955.01094,19247.3029,13819.33131,67021.64515
14,22.48,59.3,4.924,620.1,58.41,33671.42232,19000.82988,13895.19757,66567.44977
14,22.47,59.13,4.921,598.8,58.07,33520.17505,18843.9834,13760.97264,66125.13109000001
14,22.23,60.5,4.924,579.2,54.96,33299.60613,18769.29461,13725.95745,65794.85819
15,22.21,61.0,4.922,562.5,51.62,33356.32385,18660.99585,13661.76292,65679.08262
15,22.35,60.93,4.928,539.9,49.73,33142.05689,18683.40249,13749.30091,65574.76029
15,22.16,61.2,4.92,516.2,49.55,32789.14661,18433.19502,13848.51064,65070.85227
15,22.08,61.93,4.924,491.1,50.37,32839.56236,18388.38174,13801.82371,65029.767810000005
15,22.14,61.96,4.929,469.8,49.63,32751.33479,18280.08299,13644.25532,64675.6731
15,21.94,62.33,4.928,446.5,49.3,32518.16193,18369.70954,13469.17933,64357.0508
16,21.92,61.66,4.93,421.8,49.49,32278.68709,18280.08299,13259.08815,63817.85823
16,22.06,61.56,4.923,388.6,51.12,32077.02407,18212.86307,13346.62614,63636.51328
16,21.92,62.46,4.922,374.7,52.05,32297.593,18295.02075,13369.9696,63962.58335
16,21.94,63.13,4.917,342.2,50.02,32373.21663,18410.78838,13311.61094,64095.61595
16,21.81,63.7,4.922,311.9,50.82,32316.49891,18537.75934,13270.75988,64125.01813
16,21.69,64.6,4.921,262.2,56.46,32209.36543,18522.82158,13299.93921,64032.126220000006
17,21.56,65.33,4.924,189.2,78.3,32385.82057,18433.19502,13440.0,64259.015589999995
17,21.47,66.17,4.919,168.6,109.8,32499.25602,18242.73859,13480.85106,64222.84567
17,21.39,67.07,4.918,209.5,115.1,32631.59737,18582.57261,13585.89666,64800.06664
17,21.42,67.5,4.921,204.5,99.0,33507.57112,18982.15768,13924.3769,66414.1057
17,21.43,68.13,4.916,171.5,77.8,34585.20788,19456.43154,14624.68085,68666.32027000001
17,21.31,68.83,4.916,133.6,63.89,35889.71554,20647.71784,16795.6231,73333.05648
18,21.29,69.2,4.923,98.2,51.46,38536.54267,22724.06639,18353.79939,79614.40845
18,21.18,69.53,4.917,55.3,32.53,41826.17068,24426.97095,19094.95441,85348.09604
18,21.04,70.4,4.92,28.87,19.0,43275.62363,25614.52282,19608.51064,88498.65709
18,20.97,70.9,1.225,13.84,10.87,44069.67177,25868.46473,19719.3921,89657.52859999999
18,20.87,71.6,0.072,6.618,5.58,44573.82932,26066.39004,19795.25836,90435.47772
18,20.83,72.1,0.067,3.024,2.449,45033.87309,26342.73859,19865.28875,91241.90043000001
19,20.77,72.7,0.069,0.742,0.685,45367.87746,26297.92531,19952.82675,91618.62952000002
19,20.74,72.7,0.072,0.15,0.141,45752.29759,26510.78838,20011.18541,92274.27137999999
19,20.65,72.7,0.071,0.099,0.052,45802.71335,26417.42739,20046.20061,92266.34135
19,20.59,72.6,0.067,0.095,0.048,45909.84683,26671.36929,19993.67781,92574.89392999999
19,20.53,72.2,0.069,0.11,0.037,45840.52516,26663.90041,20098.7234,92603.14897
19,20.47,71.7,0.07,0.102,0.037,45657.76805,26350.20747,20052.03647,92060.01199
20,20.46,71.0,0.071,0.095,0.089,45720.78775,26312.86307,20011.18541,92044.83623000002
20,20.42,70.3,0.067,0.084,0.082,45827.92123,26316.59751,20022.85714,92167.37588
20,20.38,69.73,0.069,0.113,0.052,45601.05033,26570.53942,19836.10942,92007.69917
20,20.33,69.47,0.072,0.095,0.082,45525.4267,26144.81328,19836.10942,91506.3494
20,20.28,69.3,0.07,0.069,0.111,45248.14004,26085.06224,19567.65957,90900.86185
20,20.25,69.13,0.074,0.084,0.1,44964.55142,25700.41494,19626.01824,90290.98460000001
21,20.2,68.96,0.071,0.066,0.082,44743.98249,25554.77178,19497.62918,89796.38345000001
21,20.17,68.6,0.069,0.088,0.074,44252.42888,25648.13278,19252.5228,89153.08446000001
21,20.19,67.93,0.069,0.069,0.07,43483.58862,25797.51037,19007.41641,88288.5154
21,20.28,67.36,0.073,0.059,0.07,42695.84245,25595.85062,18855.68389,87147.37696
21,20.22,67.0,0.074,0.106,0.093,42065.64551,25020.74689,18628.08511,85714.47751
21,19.53,69.1,0.077,0.084,0.07,41145.55799,24415.76763,18377.14286,83938.46848000001
22,18.99,71.0,0.075,0.088,0.074,40282.18818,23963.90041,18056.17021,82302.2588
22,18.65,73.0,0.072,0.08,0.093,39494.44201,23411.20332,17863.58663,80769.23196
22,18.5,74.0,0.073,0.069,0.111,38234.04814,22705.39419,17595.13678,78534.57910999999
22,18.48,74.7,0.073,0.077,0.104,37219.43107,21995.85062,17373.37386,76588.65555
22,18.33,75.6,0.075,0.099,0.078,36627.04595,21708.29876,17058.23708,75393.58179
22,18.51,76.3,0.075,0.088,0.089,35814.0919,21155.60166,16690.57751,73660.27107
23,18.25,76.1,0.073,0.073,0.085,34875.09847,20860.58091,16182.85714,71918.53652
23,17.92,76.6,0.072,0.08,0.044,33936.10503,20315.3527,15902.73556,70154.19329
23,17.96,76.7,0.075,0.073,0.089,33274.39825,19807.46888,15575.92705,68657.79418
23,17.95,77.1,0.071,0.062,0.085,32486.65208,19452.6971,15360.0,67299.34918
23,17.83,77.4,0.071,0.069,0.107,31692.60394,18967.21992,14747.23404,65407.0579
23,17.4,77.8,0.069,0.055,0.107,31106.52079,18728.21577,14046.93009,63881.66665
0,17.08,78.5,0.071,0.069,0.111,30293.56674,18168.04979,13638.41945,62100.03598
0,16.98,79.0,0.072,0.08,0.119,30047.78993,17996.26556,13545.04559,61589.10108
0,16.89,79.1,0.072,0.066,0.085,29644.46389,17846.88797,13323.28267,60814.634529999996
0,16.79,79.0,0.07,0.048,0.107,29222.23195,17465.9751,13317.44681,60005.65386
0,16.57,79.6,0.067,0.08,0.126,28730.67834,17331.53527,13154.04255,59216.25616
0,16.59,79.7,0.069,0.066,0.133,28302.14442,16849.79253,12891.42857,58043.36552000001
1,16.59,80.1,0.069,0.073,0.13,28131.99125,16592.11618,12809.72644,57533.83387
1,16.57,80.0,0.073,0.055,0.107,27791.6849,16207.46888,12622.97872,56622.1325
1,16.46,80.1,0.076,0.077,0.122,27804.28884,16203.73444,12657.99392,56666.0172
1,16.44,80.6,0.074,0.059,0.082,27527.00219,15804.14938,12611.30699,55942.45856
1,16.71,80.7,0.072,0.066,0.096,27312.73523,15680.91286,12552.94833,55546.59642
1,16.62,80.2,0.072,0.073,0.089,27388.35886,15729.46058,12430.39514,55548.21458
2,16.65,80.2,0.088,0.069,0.107,27287.52735,16065.56017,12366.20061,55719.28813
2,16.54,80.2,0.085,0.059,0.089,27104.77024,15785.47718,12774.71125,55664.95867
2,16.42,80.4,0.085,0.091,0.089,26909.40919,15677.17842,12943.95137,55530.538980000005
2,16.36,80.6,0.087,0.08,0.133,26814.87965,15602.48963,13101.51976,55518.889039999995
2,16.28,80.7,0.086,0.069,0.122,26695.14223,15531.53527,12949.78723,55176.46473000001
2,16.23,80.8,0.083,0.077,0.111,26392.6477,15505.39419,12862.24924,54760.29113
3,16.17,81.0,0.085,0.059,0.093,26714.04814,15643.56846,12774.71125,55132.32785
3,16.1,80.9,0.083,0.091,0.096,26783.3698,15326.14108,12780.54711,54890.05799
3,15.9,80.9,0.079,0.099,0.059,26638.42451,15285.06224,12687.17325,54610.659999999996
3,15.73,81.3,0.079,0.073,0.115,26524.98906,15154.35685,12704.68085,54384.02676000001
3,15.66,81.6,0.08,0.073,0.078,26638.42451,15221.57676,12605.47112,54465.47239
3,15.75,81.8,0.082,0.091,0.089,26625.82057,15397.09544,12611.30699,54634.223
4,15.85,81.9,0.082,0.066,0.174,26581.70678,15479.25311,12663.82979,54724.78968
4,15.83,81.6,0.082,0.073,0.137,26777.06783,15445.64315,12617.14286,54839.85384
4,15.76,81.6,0.081,0.04,0.13,26739.25602,15565.14523,12745.53191,55049.93316
4,15.68,81.6,0.087,0.069,0.141,26499.78118,15542.73859,12827.23404,54869.753809999995
4,15.63,81.6,0.087,0.069,0.133,26745.55799,15684.6473,12932.27964,55362.48493
4,15.59,81.6,0.081,0.059,0.137,27665.64551,16121.57676,13037.32523,56824.5475
5,15.52,81.6,0.08,0.059,0.104,27583.71991,16506.22407,12739.69605,56829.640029999995
5,15.49,81.8,0.09,0.055,0.133,27281.22538,16517.42739,12576.29179,56374.94456
5,15.61,81.8,0.088,0.091,0.1,27394.66083,16719.08714,12459.57447,56573.322439999996
5,15.62,81.3,0.084,0.077,0.122,27659.34354,16640.6639,12407.05167,56707.05911
5,15.59,81.3,0.085,0.077,0.122,27602.62582,16621.9917,12237.81155,56462.42907
5,15.68,81.3,0.081,0.066,0.1,26833.78556,16435.26971,11928.51064,55197.56591
6,15.86,81.3,0.082,0.051,0.111,26701.4442,16771.36929,11455.80547,54928.61896
6,15.93,80.8,0.09,0.062,0.107,26714.04814,16793.77593,10656.29179,54164.115860000005
6,15.88,80.8,0.09,0.069,0.096,26663.63239,16457.67635,10300.30395,53421.61269
6,15.83,80.8,0.086,0.055,0.07,26398.94967,16446.47303,10055.19757,52900.62027
6,15.82,80.9,0.085,0.04,0.096,25800.26258,16084.23237,9920.972644,51805.467594
6,15.91,80.9,0.09,0.069,0.119,25712.03501,16076.76349,9740.06079,51528.85928999999
7,15.97,80.2,0.088,0.227,0.152,26430.45952,16270.95436,9862.613982,52564.027862
7,15.95,79.4,0.081,1.74,1.493,27344.24508,16345.64315,9874.285714,53564.173943999995
7,16.03,79.4,0.079,3.989,3.398,27848.40263,16610.78838,10107.72036,54566.91137
7,16.13,79.2,0.081,10.9,9.14,28409.2779,16973.02905,10148.57143,55530.878379999995
7,16.23,78.8,0.082,22.74,17.97,28749.58425,17047.71784,10271.12462,56068.42671
7,16.21,78.4,0.083,43.92,32.06,28800.0,17070.12448,10411.18541,56281.30989
8,16.25,78.5,0.083,96.9,44.99,29089.89059,17574.27386,10568.7538,57232.918249999995
8,16.39,78.5,0.091,48.49,37.83,29512.12254,17929.04564,10726.32219,58167.49037
8,16.5,78.5,0.089,50.43,42.86,29871.33479,18153.11203,10889.72644,58914.173259999996
8,16.51,78.4,0.087,55.78,46.98,30602.36324,18534.0249,11105.6535,60242.041639999996
8,16.64,78.5,0.082,67.04,56.54,27804.28884,18675.93361,11117.32523,57597.54768
8,16.73,78.0,0.093,76.4,63.01,27577.41794,19030.70539,11426.62614,58034.74947
9,16.86,77.5,0.085,87.8,73.1,27564.814,19400.41494,11677.56839,58642.79733
9,17.09,76.8,0.087,117.9,97.1,28270.63457,19740.24896,11893.49544,59904.37897
9,17.37,76.4,0.083,113.1,86.9,28736.98031,20083.81743,11846.80851,60667.60625
9,17.64,75.6,0.083,137.4,107.5,29871.33479,20580.49793,12115.25836,62567.091080000006
9,17.86,75.1,0.086,150.5,110.5,30009.97812,20535.68465,12226.13982,62771.80258999999
9,17.99,73.8,0.083,300.4,153.8,30142.31947,20763.48548,12167.78116,63073.58611
10,18.36,72.8,0.083,472.9,155.3,30703.19475,20953.94191,12307.84195,63964.978610000006
10,18.99,71.2,0.085,469.0,104.2,31427.92123,21077.17842,12313.67781,64818.777460000005
10,19.82,70.4,0.084,301.9,86.0,31667.39606,21107.05394,12290.33435,65064.784349999994
10,20.32,68.64,0.082,527.1,64.58,31497.24289,21409.54357,12430.39514,65337.1816
10,21.42,68.83,0.08,556.3,73.3,32108.53392,21570.12448,12570.45593,66249.11433
10,22.03,66.0,0.073,507.6,72.0,33186.17068,21790.45643,12687.17325,67663.80036
11,22.73,64.43,0.073,517.4,82.4,33898.29322,21973.44398,12774.71125,68646.44845
11,23.23,63.1,0.067,599.4,113.0,34162.97593,22021.9917,12891.42857,69076.3962
11,23.08,62.17,0.069,631.0,130.1,34496.98031,22331.95021,12803.89058,69632.8211
11,23.15,61.6,0.069,571.3,174.0,35108.27133,22533.60996,12973.1307,70615.01199
11,23.4,61.3,0.07,608.5,144.8,35959.0372,22634.43983,13113.19149,71706.66851999999
11,23.42,61.26,0.076,615.6,119.8,36463.19475,22585.89212,13171.55015,72220.63702
12,23.35,62.13,0.075,617.6,134.0,36809.80306,22750.20747,13416.65653,72976.66706
12,23.59,61.9,0.074,628.8,202.1,37061.88184,22929.46058,13568.38906,73559.73148
12,23.67,60.5,0.076,381.1,228.7,37187.92123,22936.92946,13615.07599,73739.92668
12,23.57,60.73,0.073,327.7,213.3,37370.67834,22963.07054,13498.35866,73832.10754
12,23.39,61.47,0.069,256.0,182.6,37137.50547,22824.89627,13428.32827,73390.73001
12,23.14,63.6,0.075,293.0,195.1,37036.67396,22529.87552,13416.65653,72983.20601
13,22.9,64.63,0.073,306.6,227.7,37440.0,22783.81743,13568.38906,73792.20649
13,22.85,64.03,0.076,246.0,186.8,37339.16849,22809.95851,13556.71733,73705.84432999999
13,22.74,64.8,0.068,167.8,125.8,37187.92123,22731.53527,13580.06079,73499.51729
13,22.48,65.93,0.071,111.4,87.4,36898.03063,22824.89627,13469.17933,73192.10623
13,22.5,67.97,0.072,378.2,191.1,37030.37199,22780.08299,13545.04559,73355.50056999999
13,22.65,69.5,0.065,568.2,297.8,36734.17943,22817.42739,13469.17933,73020.78615
14,22.61,69.2,0.069,490.3,246.5,36986.25821,22750.20747,13515.86626,73252.33194
14,22.69,67.93,0.066,562.6,154.3,36255.22976,22940.6639,13369.9696,72565.86326
14,22.98,65.93,0.065,662.2,113.2,36103.98249,22802.48963,13159.87842,72066.35054
14,23.18,63.87,0.067,522.0,136.4,35971.64114,22910.78838,12868.08511,71750.51463
14,23.34,64.13,0.069,555.0,143.9,36211.11597,22724.06639,13008.1459,71943.32826
14,23.3,64.17,0.069,166.1,131.5,35776.28009,22630.70539,12938.1155,71345.10098
15,22.86,66.17,0.069,127.8,103.1,35410.76586,22514.93776,12943.95137,70869.65499
15,22.72,67.33,0.067,117.9,100.3,35372.95405,22197.51037,12780.54711,70351.01153
15,22.78,69.93,0.068,359.9,187.5,35196.49891,22279.66805,12856.41337,70332.58033
15,22.82,71.4,0.068,595.3,169.2,34761.66302,21891.28631,12803.89058,69456.83991000001
15,22.63,71.1,0.07,456.7,140.9,34774.26696,21965.9751,12763.03951,69503.28157
15,22.87,70.9,0.068,399.6,188.6,34610.41575,21831.53527,12932.27964,69374.23066
16,22.72,68.93,0.068,264.5,207.6,34364.63895,21924.89627,12973.1307,69262.66592
16,22.72,69.07,0.071,311.3,165.4,34244.90153,21592.53112,12757.20365,68594.6363
16,22.83,68.47,0.067,241.7,163.2,34162.97593,21659.75104,12803.89058,68626.61755
16,22.82,68.17,0.069,266.6,165.3,34131.46608,21827.80083,12844.74164,68804.00855
16,22.64,68.4,0.067,129.6,114.6,33942.407,21540.24896,12938.1155,68420.77146
16,22.66,68.6,0.067,80.5,69.4,33734.44201,21697.09544,12955.6231,68387.16055
17,22.59,68.83,0.066,52.85,44.53,34415.0547,21689.62656,13002.31003,69106.99129
17,22.45,69.73,0.069,95.9,84.7,34604.11379,22126.55602,13159.87842,69890.54823
17,22.51,69.9,0.069,92.7,79.1,35007.43982,22231.12033,13124.86322,70363.42337
17,22.39,70.9,0.071,53.57,46.44,35965.33917,22623.23651,13895.19757,72483.77325
17,22.34,71.1,0.071,21.31,18.06,37452.60394,23104.97925,15044.86322,75602.44641
17,22.21,71.6,0.072,17.73,15.05,39091.11597,24609.95851,17151.61094,80852.68542
18,21.77,71.6,0.08,33.07,26.63,42380.74398,26507.05394,18336.29179,87224.08971
18,21.75,61.4,0.082,83.6,65.42,45865.73304,27739.41909,18879.02736,92484.17949000001
18,21.96,59.4,0.083,91.1,75.5,46766.91466,28553.52697,19474.28571,94794.72734
18,21.9,60.13,0.084,48.55,40.16,46823.63239,28445.22822,19789.42249,95058.2831
18,21.59,62.3,0.098,14.5,12.38,46930.76586,28631.95021,19853.61702,95416.33309
18,21.32,62.4,0.088,4.183,3.52,46697.593,28493.77593,19812.76596,95004.13489
19,21.29,62.36,0.09,0.892,0.715,46861.4442,28721.57676,19976.17021,95559.19116999999
19,21.68,64.43,0.088,0.179,0.178,47126.12691,28669.29461,20157.08207,95952.50359000001
19,21.13,65.27,0.085,0.084,0.082,46905.55799,28605.80913,20192.09726,95703.46438
19,20.92,66.53,0.091,0.069,0.137,46508.53392,28411.61826,20197.93313,95118.08531000001
19,20.97,66.93,0.09,0.059,0.107,46628.27133,28687.9668,20396.35258,95712.59070999999
19,20.34,68.13,0.084,0.069,0.126,46949.67177,28378.0083,20349.66565,95677.34572
20,20.16,68.77,0.09,0.059,0.111,46867.74617,28340.6639,20122.06687,95330.47694
20,20.11,69.73,0.101,0.077,0.119,46697.593,27985.89212,20052.03647,94735.52158999999
20,19.91,71.1,0.089,0.062,0.13,46502.23195,27870.12448,19952.82675,94325.18317999999
20,19.63,73.1,0.079,0.069,0.13,45979.16849,27631.12033,19923.64742,93533.93624000001
20,19.59,74.1,0.08,0.055,0.137,45197.72429,27194.19087,19696.04863,92087.96379000001
20,19.81,74.3,0.072,0.062,0.104,44876.32385,26619.08714,19474.28571,90969.6967
21,20.0,74.7,0.083,0.044,0.1,44302.84464,26189.62656,19351.73252,89844.20372
21,19.93,74.9,0.098,0.055,0.119,43760.87527,25707.88382,19340.06079,88808.81988
21,20.11,75.0,0.097,0.062,0.104,43042.45077,25472.61411,18773.98176,87289.04664
21,19.98,76.2,0.095,0.051,0.122,42739.95624,25076.76349,18347.96353,86164.68325999999
21,20.29,76.4,0.081,0.069,0.107,41876.58643,24628.63071,18015.31915,84520.53629
21,20.31,76.3,0.086,0.062,0.096,40931.29103,24214.10788,17735.19757,82880.59648000001
22,20.41,75.9,0.08,0.059,0.096,39847.3523,23400.0,17513.43465,80760.78695
22,20.78,76.0,0.086,0.055,0.111,39059.60613,22809.95851,17221.64134,79091.20598
22,20.54,77.1,0.09,0.113,0.082,37647.96499,22335.68465,16818.96657,76802.61621000001
22,20.47,79.2,0.086,0.055,0.167,36727.87746,21846.47303,16130.33435,74704.68484
22,20.69,79.9,0.081,0.069,0.085,35618.73085,21368.46473,15622.61398,72609.80956
22,20.85,80.3,0.086,0.069,0.163,34900.30635,20946.47303,15593.43465,71440.21403
23,20.56,81.3,0.09,0.073,0.189,33980.21882,20311.61826,15348.32827,69640.16535
23,20.61,81.7,0.082,0.062,0.122,33419.34354,19938.17427,15103.22188,68460.73969
23,20.69,82.2,0.074,0.062,0.13,32845.86433,19359.3361,14980.66869,67185.86912
23,20.76,82.3,0.077,0.062,0.107,32058.11816,19060.58091,14659.69605,65778.39512
23,20.64,82.6,0.076,0.069,0.067,31440.52516,18548.96266,14350.39514,64339.88296
23,20.58,83.2,0.07,0.062,0.13,30785.12035,18093.361,14134.46809,63012.949440000004
0,20.66,83.6,0.073,0.044,0.111,30003.67615,17981.3278,13918.54103,61903.54498
0,20.7,83.9,0.075,0.059,0.119,29241.13786,17656.43154,13690.94225,60588.51165
0,20.61,84.6,0.071,0.048,0.144,28869.32166,17208.29876,13632.58359,59710.20401000001
0,20.61,84.9,0.07,0.051,0.1,28667.65864,17047.71784,13585.89666,59301.273140000005
0,20.56,85.3,0.073,0.059,0.111,28144.59519,16580.91286,13404.9848,58130.49285
0,20.42,85.5,0.075,0.029,0.159,27810.59081,16565.9751,13130.69909,57507.26500000001
1,20.33,85.7,0.069,0.059,0.137,27564.814,16200.0,12856.41337,56621.22737
1,20.26,85.9,0.072,0.066,0.133,27375.75492,16091.70124,12640.48632,56107.94248
1,20.17,86.0,0.072,0.044,0.119,26972.42888,15748.13278,12284.49848,55005.06014
1,20.13,86.2,0.07,0.029,0.163,26657.33042,15677.17842,12243.64742,54578.156259999996
1,20.13,86.1,0.068,0.055,0.156,26613.21663,15453.11203,11998.54103,54064.86969
1,20.16,85.9,0.07,0.051,0.174,26493.47921,15561.41079,12372.03647,54426.92647
2,20.2,85.6,0.069,0.055,0.148,26203.58862,15542.73859,12278.66261,54024.98982
2,20.27,85.3,0.075,0.048,0.093,26272.91028,15303.73444,12156.10942,53732.75414
2,20.21,85.1,0.078,0.059,0.144,26247.70241,15270.12448,12132.76596,53650.59285
2,20.22,85.1,0.078,0.055,0.163,26172.07877,15124.48133,12091.91489,53388.47499
2,20.16,85.0,0.079,0.066,0.115,25894.79212,15064.73029,12103.58663,53063.109039999996
2,20.15,85.0,0.078,0.033,0.174,25976.71772,14986.30705,12126.93009,53089.954860000005
3,20.04,84.9,0.076,0.066,0.144,25756.1488,15120.74689,12097.75076,52974.64645
3,19.96,85.1,0.073,0.059,0.141,25718.33698,15173.02905,12021.8845,52913.25053
3,19.84,85.1,0.065,0.044,0.115,25825.47046,15150.62241,11975.19757,52951.29044
3,19.78,85.2,0.073,0.066,0.163,25926.30197,15176.76349,11934.3465,53037.41196
3,19.74,85.4,0.07,0.044,0.141,25856.98031,15270.12448,11928.51064,53055.61543
3,19.69,85.6,0.07,0.04,0.141,25831.77243,15060.99585,11981.03343,52873.80171
4,19.63,85.9,0.074,0.051,0.13,25869.58425,15117.01245,11981.03343,52967.630130000005
4,19.69,86.5,0.072,0.062,0.104,25768.75274,15240.24896,12033.55623,53042.55793
4,20.05,86.6,0.067,0.033,0.126,25819.16849,15117.01245,12062.73556,52998.9165
4,20.13,86.5,0.073,0.077,0.1,26064.9453,15273.85892,12103.58663,53442.390849999996
4,20.11,86.7,0.075,0.029,0.167,26279.21225,15180.49793,12196.96049,53656.67067
4,20.09,86.9,0.077,0.055,0.13,26997.63676,15751.86722,12407.05167,55156.55565
5,20.04,87.3,0.073,0.051,0.141,27123.67615,16102.90456,12220.30395,55446.88466
5,20.04,87.5,0.071,0.044,0.122,27104.77024,15901.24481,11776.77812,54782.793170000004
5,20.06,87.7,0.069,0.051,0.13,27161.48796,16450.20747,11409.11854,55020.81397
5,19.99,87.9,0.068,0.051,0.126,27262.31947,16685.47718,11391.61094,55339.40759
5,19.94,88.0,0.075,0.051,0.156,27111.07221,16573.44398,11257.38602,54941.90220999999
5,19.88,88.2,0.068,0.033,0.152,26291.81619,16685.47718,10959.75684,53937.05021
6,19.83,88.3,0.063,0.048,0.174,26146.8709,16808.71369,10405.34954,53360.934129999994
6,19.77,88.5,0.064,0.048,0.126,26071.24726,16752.6971,9833.43465,52657.379010000004
6,19.8,88.5,0.068,0.048,0.137,25995.62363,16349.37759,9623.343465,51968.344685
6,19.86,88.6,0.069,0.04,0.115,25630.10941,16435.26971,9349.057751,51414.436871
6,19.91,88.6,0.065,0.048,0.137,25233.08534,16073.02905,9302.370821,50608.48521100001
6,19.86,88.6,0.067,0.073,0.144,25056.6302,15983.40249,9226.504559,50266.537249
7,19.88,88.7,0.072,0.084,0.226,25762.45077,16468.87967,8928.87538,51160.205819999996
7,19.89,88.7,0.068,0.369,0.374,26524.98906,16946.88797,8893.860182,52365.73721200001
7,19.88,88.9,0.069,3.265,2.634,26732.95405,17047.71784,9080.607903,52861.279792999994
7,19.92,89.0,0.07,15.2,11.88,26890.50328,17417.42739,9028.085106,53336.015776
7,19.97,89.1,0.066,6.475,5.087,26966.12691,17521.9917,9413.25228,53901.37089
7,20.05,89.2,0.065,10.74,8.6,27192.99781,17574.27386,9588.328267,54355.599937000006
8,20.09,89.3,0.066,20.65,16.58,27331.64114,19265.9751,9745.896657,56343.512897
8,20.05,89.4,0.071,22.08,17.93,27961.83807,19504.97925,9932.644377,57399.461697000006
8,20.06,89.5,0.068,15.35,12.14,28573.1291,20024.06639,10101.8845,58699.07999
8,20.07,89.7,0.066,13.4,10.8,29026.8709,20700.0,10125.22796,59852.09886
8,20.03,89.8,0.062,13.77,11.0,29316.76149,20920.33195,10323.64742,60560.74086
8,19.98,89.9,0.065,17.69,14.23,29776.80525,21263.90041,10522.06687,61562.77253
9,19.97,90.1,0.066,26.38,21.51,30280.9628,21424.48133,10516.231,62221.67513
9,19.94,90.2,0.065,28.88,23.41,30652.77899,21969.70954,10702.97872,63325.46725
9,19.86,90.2,0.068,36.04,28.28,31150.63457,22335.68465,11000.6079,64486.92712
9,19.76,90.5,0.07,47.65,37.4,31629.58425,22507.46888,11199.02736,65336.08049
9,19.88,90.6,0.07,59.8,48.6,32102.23195,22877.17842,11496.65653,66476.0669
9,19.87,90.6,0.067,52.22,41.26,32461.4442,23179.66805,11759.27052,67400.38277000001
10,19.94,91.1,0.072,124.6,95.5,33072.73523,23474.6888,11911.00304,68458.42706999999
10,20.02,90.8,0.065,123.3,99.7,33287.00219,23706.22407,12016.04863,69009.27489
10,20.06,90.9,0.071,108.9,80.1,33539.08096,23672.61411,12214.46809,69426.16316
10,20.23,91.1,0.073,45.24,35.37,33784.85777,23751.03734,12401.21581,69937.11091999999
